id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language
24c914b8-4b4a-4f19-9253-ee584e0b55d4,चरक संहिता में रस-प्रदोषज विकार में --------- का उपक्रम बताया गया है,व्यायाम,पंचकर्म,रक्तमोक्षण,लघन,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
89f032f9-9f62-4f9b-a342-eac763b44cca,"हिप्पोक्रेट्स के अनुसार, -----------दोष दन्तवेष्टज व्याधि का निर्माण करता है।",पित्त,वात,कफ,वातकफ,A,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
e559ffe0-7750-418e-bc9a-7f147aa1ddd3,"अष्टांगहृदय के अनुसार, ‘तंत्रशील’ का एक प्रकार है।",तंत्रयुक्ति,कल्पना,तंत्रदोष,अथाश्रय,C,MCQ,Medium,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
30208aaf-634a-4d3c-ab82-a49a76997050,चरक द्वारा फलतृकादि क्वाथ की सूचना ……….. चिकित्सा में की गई है,प्रमेह,ज्वर,गुल्म,अनिद्रा,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
aacd019c-6522-4f91-8810-0403d356d8d6,"""रति-प्रीति"" लक्षण मध्या की ---------------------- अवस्था में विकसित होता है",प्रथम,द्वितीय,तृतीय,पंचम,A,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
608dbad0-42d1-45e2-8b27-f787a2813539,कश्यप के अनुसार लेहन के लिए उपयोग किए जाने वाला घृत कौन सा है?,कल्याणक घृत,पंचगव्य घृत,ब्राह्मी घृत,उपरोक्त सभी,D,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
8ad2e9bd-3e4f-4b50-b40a-6a436e84bbbe,निम्नलिखित में से कौन श्रेष्ठ त्वक् विरेचक द्रव्य है?,तिलवक,श्यामात्रिवृत्ता,स्नुही,आमलकी,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
07235a78-6a06-4310-a50f-7eae06674ec8,……… पूर्वक स्वेदन अमाशयगतवात में दिया जाता है,रूक्ष,स्निग्ध,उष्ण,शीत,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
cce26812-6ed4-450c-ad90-7e4d8a85fc8a,हरितकी में गुण होता है,अनुलोमन,स्रंसन,भेदन,भेदन,A,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
439309b6-ab35-4ef3-99fb-cd9c9df8a14b,‘कृ ष्ण अरुण कपाल र्णातिी’ (Krishna Aruna Kapala varnani) is ------- Kushtha.,Kapal,Audumbar,Pundarika,Sidhma,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
66db6379-c083-48c8-8819-717bcedfd4e8,"........ बस्ति में रसना, वचा आदि के चूर्णों में गर्म पानी मिलाया जाता है।",अनुवासन,निरूह,चूर्ण,यापन,C,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
7ccb84c1-6c01-494a-a7a9-c3f90511d936,हारताल का रासायनिक सूत्र .... है।,As2S3,As7S2,As203,As4S4,A,MCQ,Easy,Rasashastra,Dravyaguna & Bhaishajya,hi
0875f5f6-7029-4c06-9c6d-62eaecaf4240,पल्सस ऑल्टरनांस पाया जाता है,मिट्रल स्टेनोसिस में,बाएं निलय की विफलता में,दाएं निलय की विफलता में,एट्रियल फाइब्रिलेशन में,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
431d7089-d713-45cb-9e78-7b1e23c5f127,‘पुरीषम पार्थिवम्’ का उल्लेख …… द्वारा किया गया है।,सुश्रुत,चरक,वाग्भट,शारंगधर,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
cb7b6f33-9562-4f9d-9592-406989e47fdd,"नीचे दो कथन दिए गए हैं: कथन I: आचार्य चरक के अनुसार आमला रस में क्लेदन, दीपन, छेदन, तीक्ष्ण और विकाशी गुण होते हैं। कथन II: आचार्य चरक के अनुसार तिक्त रस में दीपन, पाचन, ज्वरघ्न, लेखन और कृमिघ्न गुण होते हैं। उपरोक्त कथनों के आलोक में, नीचे दिए गए विकल्पों में से सही उत्तर चुनिए:",कथन I और कथन II दोनों सत्य हैं,कथन I और कथन II दोनों असत्य हैं,कथन I सत्य है लेकिन कथन II असत्य है,कथन I असत्य है लेकिन कथन II सत्य है,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
b1db8db3-8a16-45ba-8cc6-391ba192060e,"आचार्य सुश्रुत के अनुसार, हताधिमान्थ .... व्याधि है।",कृष्णगत,सर्वगत,दृष्टिगत,शुक्लगत,B,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
c111d8c9-963f-466d-a083-af42f9d4d5de,दंशावदारण शाफ is the lakshan of,Sarpa Dansha,Alarka Dansha,Mooshak Dansha,Loota,D,MCQ,Medium,Visha Vigyan,Agad Tantra & Forensic Medicine,hi
f85a22a4-0d39-4c98-9a2c-8e5b28cb19ec,माधवनिदान के अनुसार सूतिकारोग को ----------- माना जाता है।,साध्य,सहज साध्य,दारुण,असाध्य,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
8e66f483-5ee5-4bf8-9933-c9cdb756190c,गैरिक को मुख्य अवयव के रूप में रखने वाले सूत्र का चयन करें,लघुसुताशेखर,सुवर्णसुताशेखर,सुताशेखर रस [साधा],सभी,C,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,hi
23ed67ff-c739-4ec0-b0ea-9b4ef484c6b8,आचार्य चरक के अनुसार 12 वर्ष के लिए बस्ति नेत्र के अग्रभाग छिद्र का आकार ......... के आकार के समान होता है।,कर्कन्धु,आमलकी,मटर,मूगा,C,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
c4db81b4-587c-49bb-9ad7-a36f9d91448c,सुधा के सूत्रों की कुल संख्या है,133,18,20,66,D,MCQ,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
95a0e751-909f-43c2-9c84-9a77bedaa09f,तापीय जलन में अल्सर किस प्रकार के देखे जाते हैं?,रैखिक,पेप्टिक,स्पिंडल,कर्लिंग,D,MCQ,Medium,Burns & Trauma,Shalya Tantra (Surgery),hi
5308a131-3dd8-40b2-b012-56024137d067,प्राणायाम शरीर के किस आयाम का व्यायाम है?,प्राणमय,अन्नमय,मनोमय,आनंदमय,A,MCQ,Easy,Yoga & Naturopathy,Yoga & Psychology,hi
d9f1a058-2276-455b-8158-a3d229659d3b,चरक के अनुसार निम्नलिखित में से कौन सा द्रव्य विरेचक द्रव्य के रूप में उपयोग किया जाता है,अर्क,करवेल्लक,हरितकी,तिलवक,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
8f9348f1-23da-480d-927f-267a8a596332,अधिक संभावना है कि लवण और मधुर रस वाला आहार ……. विपाक पैदा करता है।,मधुर,लवण,कटु,तिक्त,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
576c28b2-fab8-49bd-95c2-f491e0d13697,पाणा: -------- भौतिक:,अग्नि,वायु,सैथ,स्नोह,D,MCQ,Easy,Sanskrit,Ayurvedic Literature & History,hi
6c45888b-8a91-4314-94fb-5ac424b702d6,गर्भाशय की भित्ति की परतें हैं,पेरिमेट्रियम,"एंडोमेट्रियम, मायोमेट्रियम","पेरिमेट्रियम, एंडोमेट्रियम, मायोमेट्रियम","मायोमेट्रियम, पेरिमेट्रियम",C,MCQ,Easy,Anatomy,Sharir (Anatomy & Physiology),hi
0d68e680-b507-47f3-b083-265e6688256f,"भावमिश्र के अनुसार, सहदेवी सिदेवी किस बाला के लिए पर्याय है",बाला,अतिबला,महाबला,नागबला,C,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
48e51574-9c8c-4599-97dc-890d0fe40cc1,अस्थिधातु पर स्थित शीर्ष को ………. प्रमाण यव तक विद्ध करना चाहिए।,1/4 यव,1/2 यव,1 यव,1 ½ यव,B,MCQ,Hard,Panchakarma,Panchakarma & Rasayana,hi
cf65e2f7-e099-4286-95e2-63cea822ad6d,"जब युष को दधिमांस जैसी द्रव औषधि में तैयार किया जाता है, तो उसे कहा जाता है",खद,कंबलिका,रग,रसाल,A,MCQ,Easy,Rasashastra,Dravyaguna & Bhaishajya,hi
1ca414f6-12f3-492c-8397-26ec34c49314,ऑस्टियोमाइलाइटिस आमतौर पर किसके कारण होता है...,ई. कोलाई,स्टैफिलोकोकस ऑरियस,बी प्रोटियस,स्ट्रेप्टोकोकस,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
174a2e12-6ded-47c9-9c93-570b7c84e3bb,टिम्पैनिक झिल्ली में ...................... परतें होती हैं।,3,1,2,4,D,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
5361fa82-1474-4a86-ab84-cba2c57e0187,कश्यपाचार्य ने ----------------- अध्याय में सूतिकारोग की व्याख्या की है।,सूतिका,गर्भिणी,दुष्प्रजात,स्त्रीरोग,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
c71cf2e0-68b1-42ae-8ff2-b7be59db6beb,_____________ एक जीवित टीका है।,बीसीजी,ओपीवी,एमएमआर,उपरोक्त सभी,D,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
8a8d9ad6-05a8-44c9-b43e-9c404d1e27cb,Tam dvividhampradosha aachkshate …. Is,"Alasaka , vilambika","Grahani , visuchika","Visuchika , alasaka","Grahani , vilambika",C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
