ITA_ID,English_Term,Sanskrit_IAST
ITA-5.23.4,Vomiting due to vitiated kapha,kaphajachardih
ITA-5.23.5,Vomiting due to vitiated tridosha,sannipatajachardih
ITA-5.23.6,Vomiting due to extrinsic causes,agantujachardih
ITA-5.23.7,Vomiting due to worm infestation,krimijachardih
ITA-5.24.1,Morbid thirst,trishna
ITA-5.24.2,Prodromal symptoms of morbid thirst,trishnapurvarupam
ITA-5.24.3,Morbid thirst due to vitiated vata,vatajatrishna
ITA-5.24.4,Morbid thirst due to vitiated pitta,pittajatrishna
ITA-5.24.5,Morbid thirst due to vitiated kapha,kaphajatrishna
ITA-5.24.6,Morbid thirst due to trauma,kshatajatrishna
ITA-5.24.7,Morbid thirst due to depletion of primary circulating nutrient fluid,rasakshayajatrishna
ITA-5.24.8,Morbid thirst due to ama,amajatrishna/ tridoshajatrishna
ITA-5.24.9,Morbid thirst as a complication of another disease,aupasargikatrishna
ITA-5.25.1,Syncope,murccha
ITA-5.25.2,Prodromal signs of syncope,murccha-purvarupam
ITA-5.25.3,Syncope due to vitiated vata,vatajamurccha
ITA-5.25.4,Syncope due to vitiated pitta,pittajamurccha
ITA-5.25.5,Syncope due to vitiated kapha,kaphajamurccha
ITA-5.25.6,Syncope due to vitiated tridosha,sannipatajamurccha
ITA-5.25.7,Syncope due to vitiated blood,raktajamurccha
ITA-5.25.8,Syncope due to alcoholism,madyajamurccha
ITA-5.25.9,Syncope due to poison,vishajamurccha
ITA-5.25.10,Drowsiness,tandra
ITA-5.25.11,Coma,samnyasah
ITA-5.26.1,Intoxication other than alcohol-induced,madah
ITA-5.26.2,First stage of intoxication,prathama-madah
ITA-5.26.3,Second stage of intoxication,madyajamadah
ITA-5.26.4,Third stage of intoxication,tritiya-madah
ITA-5.26.5,Fourth stage of intoxication,caturtha-madah
ITA-5.26.6,Alcohol intoxication,madatyayah/ panatyayah
ITA-5.26.7,Alcohol intoxication leading to suppression of visceral movements,paramadah
ITA-5.26.8,Indigestion due to excessive alcohol intake,panajirnam
ITA-5.26.9,Aversion to alcohol and food due to alcohol intoxication,panavibhramah
ITA-5.27.1,Burning sensation,dahah
ITA-5.27.2,Generalized burning sensation due to vitiated rakta,raktajadahah
ITA-5.27.3,Generalized burning sensation due to vitiated pitta,pittajadahah
ITA-5.27.4,Generalized burning sensation due to unquenched thirst,trishnanirodhajadahah
ITA-5.27.5,Generalized burning sensation due to internal bleeding,asrijapurnakoshthadahah
ITA-5.27.6,Generalized burning sensation due to diminution of structural components,dhatukshayajadahah
ITA-5.27.7,Generalized burning sensation due to injury,kshatajadahah
ITA-5.27.8,Generalized burning sensation due to injury to vulnerable locations,marmabhighatajadahah
ITA-5.28.1,Psychosis,unmadah
ITA-5.28.2,Psychosis due to vitiated vata,vatajonmadah
ITA-5.28.3,Psychosis due to vitiated pitta,pittajonmadah
ITA-5.28.4,Psychosis due to vitiated kapha,kaphajonmadah
ITA-5.28.5,Psychosis due to vitiated tridosha,sannipatajonmadah
ITA-5.28.6,Psychosis due to grief,shokajonmadah
ITA-5.28.7,Psychosis due to poison,vishajonmadah
ITA-5.28.8,Psychosis making a person behave like a demigod,devonmadah/ devashatrujushtonmadah
ITA-5.28.9,Psychosis making a person behave like an artiste,gandharvonmadah
ITA-5.28.10,Psychosis making a person behave like an opulent person,yakshonmadah
ITA-5.28.11,Psychosis making a person behave like an ancestor,pitri-unmadah
ITA-5.29.1,Epilepsy,apasmarah
ITA-5.29.2,Epilepsy due to vitiated vata,vataja-apasmarah
ITA-5.29.3,Epilepsy due to vitiated pitta,pittaja-apasmarah
ITA-5.29.4,Epilepsy due to vitiated kapha,kaphaja-apasmarah
ITA-5.29.5,Epilepsy due to vitiated tridosha,sannipataja-apasmarah
ITA-5.30.1,Polyarthritis due to vitiated vata and blood,vataraktam
ITA-5.30.2,Superficial polyarthritis due to vitiated vata and blood,uttana-vataraktam
ITA-5.30.3,Deep-rooted polyarthiris due to vitiated vata and blood,gambhira-vataraktam
ITA-5.31.1,Stiff thighs with loss of sensation,urustambhah
ITA-5.32.1,Polyarthitis due to ama,amavatah
ITA-5.32.2,Vata-predominent polyarthritis due to ama,vatika-amavatah
ITA-5.32.3,Pitta-predominent polyarthritis due to ama,paittika-amavatah
ITA-5.32.4,Kapha-predominant polyarthritis due to ama,kaphaja-amavatah
ITA-5.32.5,Advanced stage of polyarthritis due to ama,ativriddha-amavatah
ITA-5.33.1,Hyperacidity,amlapittam
ITA-5.33.2,Type of hyperacidity with major symptoms manifesting above umbilical region,urdhvaga-amlapittam
ITA-5.33.3,Type of hyperacidity with major symptoms manifesting below umbilical region,adhoga-amlapittam
ITA-5.33.4,Type of hyperacidity due to vitiated vata,vatika-amlapittam
ITA-5.33.5,Type of hyperacidity due to vitiated kapha,kaphaja-amlapittam/ shleshmapittam
ITA-5.34.1,Abdominal colic,shulah
ITA-5.34.2,Abdominal colic due to vitiated vata,vatajashulah
ITA-5.34.3,Abdominal colic due to vitiated pitta,pittajashulah
ITA-5.34.4,Abdominal colic due to vitiated kapha,kaphajashulah
ITA-5.34.5,Abdominal colic due to vitiated tridosha,sannipatikashulah
ITA-5.34.6,Abdominal colic due to ama,amashulah
ITA-5.34.7,Abdominal colic due to any two vitiated dosha,dvandvajashulah
ITA-5.34.8,Abdominal colic due to vitiated vata and pitta predominance,vatapaittikashulah
ITA-5.34.9,Abdominal colic occurring during digestion of food,parinamashulah
ITA-5.34.10,Abdominal colic occurring during digestion of food due to vitiated vata,vatikaparinamashulah
ITA-5.34.11,Abdominal colic occurring during digestion of food due to vitiated pitta,paittikaparinamashulah
ITA-5.34.12,Abdominal colic occurring during digestion of food due to vitiated kapha,kaphajaparinamashulah
ITA-5.34.13,"Persistent, continuous abdominal pain",annadravashulah
ITA-5.35.1,Disorders of reversed or altered visceral movement,udavartah
ITA-5.35.2,Disorders of reversed or altered visceral movement due to suppression of vata,vatanigrahaja-udavartah
ITA-5.35.3,Disorders of reversed or altered visceral movement due to suppression of urine,mutrabhighataja-udavartah
ITA-5.35.4,Disorders of reversed or altered visceral movement due to suppression of stools,purishabhighataja-udavartah
ITA-5.35.5,Disorders of reversed or altered visceral movement due to suppression of ejaculation,shukrabhighataja-udavartah
ITA-5.35.6,Disorders of reversed or altered visceral movement due to suppression of vomiting,chardinigrahaja-udavartah
ITA-5.35.7,Disorders of reversed or altered visceral movement due to suppression of sneezing,kshavathunigrahaja-udavartah
ITA-5.35.8,Disorders of reversed or altered visceral movement due to suppression of yawning,jrimbhanigrahaja-udavartah
ITA-5.35.9,Disorders of reversed or altered visceral movement due to suppression of tears,ashrunigrahaja-udavartah
ITA-5.35.10,Disorders of reversed or altered visceral movement due to suppression of eructation,udgaranigrahaja-udavartah
ITA-5.35.11,Disorders of reversed or altered visceral movement due to suppression of hunger,kshunnirodhaja-udavartah
ITA-5.36.1,Constipation and abdominal distension,anahah/ adhmanam
ITA-5.37.1,Lumps or growths (stable or transitory) in abdomen,gulmah
ITA-5.37.2,Lumps or growths due to vitiated vata,vatajagulmah
ITA-5.37.3,Lumps or growths due to vitiated pitta,pittajagulmah
ITA-5.37.4,Lumps or growths due to vitiated kapha,kaphajagulmah
ITA-5.37.5,Lumps or growths due to vitiated rakta,raktajagulmah
ITA-5.37.6,Lumps or growths due to vitiated tridosha,sannipatajagulmah
ITA-5.37.7,Lumps or growths due to any two vitiated dosha,dvandvajagulmah
ITA-5.38.1,Heart disease,hridrogah
ITA-5.38.2,Heart disease due to vitiated vata,vatajahridrogah
ITA-5.38.3,Heart disease due to vitiated pitta,pittajahridrogah
ITA-5.38.4,Heart disease due to vitiated kapha,kaphajahridrogah
ITA-5.38.5,Heart disease due to vitiated tridosha,sannipatajahridrogah
ITA-5.38.6,Heart disease due to infection or infestation,krimijahridrogah
ITA-5.39.1,Difficulty in urination,mutrakricchram
ITA-5.39.2,Difficulty in urination due to vitiated vatadosha,vatajamutrakricchram
ITA-5.39.3,Difficulty in urination due to vitiated pitta,pittajamutrakricchram
ITA-5.39.4,Difficulty in urination due to vitiated kapha,kaphajamutrakricchram
ITA-5.39.5,Difficulty in urination due to vitiated tridosha,sannipatamutrakricchram
ITA-5.39.6,Difficulty in urination due to calculi,ashmarijamutrakricchram
ITA-5.39.7,Difficulty in urination due to faecal retention,purisharodhajamutrakricchram
ITA-5.39.8,Difficulty in urination due to urinary gravel,"sharkarajamutrakricchram, sharkara-ashmari"
ITA-5.39.9,Difficulty in urination due to vitiated semen,shukrajanyamutrakricchram
ITA-5.39.10,Urinary retention,mutraghatah
ITA-5.39.11,Bladder insufficiency with reverse movement of urine,vatakundalika
ITA-5.39.12,Benign prostatic hyperplasia,vatashthila
ITA-5.39.13,Bladder neck obstruction with retention of urine,vatabastih
ITA-5.39.14,Bladder atony with lower abdominal distension,mutrajatharah
ITA-5.39.15,Urethral stricture,mutrotsangah
ITA-5.39.16,"Oliguria, anuria",mutrakshayah
ITA-5.39.17,Urinary incontinence,mutratitah
ITA-5.39.18,Bladder obstruction due to nodular swelling,mutragranthih
ITA-5.39.19,Semenuria,mutrashukrah
ITA-5.39.20,Dysuria due to heat exhaustion,"ushnavatah, ushnamarutah"
ITA-5.39.21,"Scanty urination with viscid, dense urine",mutraukasadah
ITA-5.39.22,Passage of urine mixed with faecal matter,vid-vighatah
ITA-5.39.23,Massive bladder distension,bastikundalah
ITA-5.40.1,Urinary calculus,ashmari
ITA-5.40.2,Prodromal symptoms of urinary calculus,ashmari-purvarupam
ITA-5.40.3,Urinary calculus due to vitiated vatadosha,vataja-ashmari
ITA-5.40.4,Urinary calculus due to vitiated pitta,pittaja-ashmari
ITA-5.40.5,Urinary calculus due to vitiated kapha,kaphaja-ashmari
ITA-5.40.6,Urinary calculus due to crystallization of semen,shukrashmari
ITA-5.41.1,Polyuria disorders,pramehah
ITA-5.41.2,Polyuria disorder due to vitiated kapha,kaphajapramehah
ITA-5.41.3,Polyuria disorder with urine resembling water (hydruria),udakamehah
ITA-5.41.4,Polyuria disorder with urine resembling sugar-cane juice (glycosuria),ikshuvalikamehah
ITA-5.41.5,Polyuria disorder with high density urine (chyluria),sandramehah
ITA-5.41.6,Polyuria disorder with dense and clear urine (belluria),sandraprasadamehah
ITA-5.41.7,Polyuria disorder with excessive whitish urine,shuklamehah
ITA-5.41.8,Polyuria disorder with semen-mixed urine,shukramehah
ITA-5.41.9,Polyuria disorder with excessive or cold urine (phosphaturia),shitamehah
ITA-5.41.10,Polyuria disorder with very slow voiding rate,shanairmehah
ITA-5.41.11,Polyuria disorder with gravel urine,sikatamehah
ITA-5.41.12,Polyuria disorder with urine similar in consistency to saliva,lalamehah
ITA-5.41.13,Polyuria disorder with urine resembling arrack or spirituous liquor,suramehah
ITA-5.41.14,Polyuria disorder with urine resembling salt solution,lavanamehah
ITA-5.41.15,Polyuria disorder with urine resembling flour mixed with water,pishtamehah
ITA-5.41.16,Polyuria disorder with urine associated with froth,phenamehah
ITA-5.41.17,Polyuria disorder due to vitiated pitta,pittajapramehah
ITA-5.41.18,Polyuria disorder with urine resembling alkaline water,ksharamehah
ITA-5.41.19,Polyuria disorder with urine resembling black ink,kalamehah/ krishnamehah
ITA-5.41.20,Polyuria disorder with bluish urine,nilamehah
ITA-5.41.21,Polyuria disorder with urine mixed with blood,lohitamehah/ raktamehah
ITA-5.41.22,Polyuria disorder with urine resembling Rubia cordifolia decoction,manjishthamehah
ITA-5.41.23,Polyuria disorder with urine resembling turmeric water,haridramehah
ITA-5.41.24,Polyuria disorder with urine smelling and tasting like acidic substance,amlamehah
ITA-5.41.25,Polyuria disorder due to vitiated vata,vatajapramehah
ITA-5.41.26,Polyuria disorder with urine resembling muscle fat,vasamehah
ITA-5.41.27,Polyuria disorder with urine resembling bone marrow,majjamehah
ITA-5.41.28,Polyuria disorder with uncontrolled passage of urine; urinary incontinence,hastimehah
ITA-5.41.29,Polyuria disorder with urine resembling honey,madhumehah/ kshaudramehah
ITA-5.41.1.1,Carbuncles,pramehapidaka
ITA-5.41.1.2,Carbuncle resembling earthenware vessel with flat cover,sharavika-pramehapidaka
ITA-5.41.1.3,Carbuncle resembling tortoise shell,kacchapikapramehapidaka
ITA-5.41.1.4,Carbuncle resembling spider web,jalini-pramehapidaka
ITA-5.41.1.5,Carbuncle characterized by large size and blue-coloured lesion,vinata-pramehapidaka
ITA-5.41.1.6,Carbuncle characterized by reddish white blisters,alaji-pramehapidaka
ITA-5.41.1.7,Carbuncle characterized by lesions resembling white mustard seeds,sarshapikapramehapidaka
ITA-5.41.1.8,Carbuncle with symptoms including abscess,vidradhika/ vidradhipramehapidaka
ITA-5.41.1.9,Carbuncle surrounded by multiple small boils,putrini-pramehapidaka
ITA-5.41.1.10,Carbuncle character-ized by lesions resembling green gram,masurika-pramehapidaka
ITA-5.41.1.11,Carbuncle characterized by lesions resembling the tuber Pueraria tuberosa,vidarika-pramehapidaka
ITA-5.42.1,Obesity,medorogah
ITA-5.43.1,Generalized abdominal enlargement due to ascites or other localized reason,udararogah
ITA-5.43.2,Abdominal enlargement due to vitiated vata,vataja-udararogah
ITA-5.43.3,Abdominal enlargement due to vitiated pitta,pittaja-udararogah
ITA-5.43.4,Abdominal enlargement due to vitiated kapha,kaphaja-udararogah
ITA-5.43.5,Abdominal enlargement due to vitiated tridosha,sannipataja-udararogah
ITA-5.43.6,Abdominal enlargement due to enlarged pliha (splenomegaly),plihodarah
ITA-5.43.7,Abdominal enlargement due to obstructed bowels,baddhagudodarah
ITA-5.43.8,Acute abdominal swelling caused by intestinal perforation,chidrodarah/ kshatodarah
ITA-5.44.1,Oedema,shvayathuh/ shothah/ shophah
ITA-5.44.2,Oedema due to vitiated vata,vatajashophah
ITA-5.44.3,Oedema due to vitiated pitta,pittajashophah
ITA-5.44.4,Oedema due to vitiated kapha,kaphajashophah
ITA-5.44.5,Oedema due to any two vitiated dosha,dvandvaja-shophah
ITA-5.44.6,Oedema due to vitiation of three dosha,sannipatajashophah
ITA-5.44.7,Oedema due to trauma,abhighatajashophah/ kshatajashophah
ITA-5.44.8,Oedema due to poison,vishajashophah
ITA-5.45.1,Hydrocoele and related disorders,vriddhih
ITA-5.45.2,Hydrocoele due to vata predominance,vataja-vriddhih
ITA-5.45.3,Hydrocoele due to pitta predominance,pittaja-vriddhih
ITA-5.45.4,Hydrocoele due to kapha predominance,kaphaja-vriddhih
ITA-5.45.5,Hydrocoele due to predominance of vitiated blood,raktaja-vriddhih
ITA-5.45.6,Hydrocoele due to predominance of vitiated fat,medoja-vriddhih
ITA-5.45.7,Hydrocoele due to predominance of vitiated urine,mutraja-vriddhih
ITA-5.46.1,Hernia,"antra-vriddhih, bradhna"
ITA-5.47.1,Goitre,galagandah
ITA-5.47.2,Goitre due to vitiated vata,vataja-galagandah
ITA-5.47.3,Goitre due to vitiated kapha,kaphaja-galagandah
ITA-5.47.4,Goitre due to predominance of fat,medoja-galagandah
ITA-5.48.1,Scrofula (cervical tuberculous lymphadenitis),gandamala
ITA-5.48.2,Cervical and axillary lymphadenitis,apaci
ITA-5.49.1,"Nodular swelling, cyst",granthih
ITA-5.49.2,"Nodular swelling, cyst due to vitiated vata",vatajagranthih
ITA-5.49.3,"Nodular swelling, cyst due to vitiated pitta",pittajagranthih
ITA-5.49.4,"Nodular swelling, cyst due to vitiated kapha",kaphajagranthih
ITA-5.49.5,"Nodular swelling, cyst due to afflicted adipose tissue",medojagranthih
ITA-5.49.6,"Nodular swelling, cyst of vascular origin",sirajagranthih
ITA-5.49.7,"Nodular swelling, cyst due to vitiation of blood",raktajagranthih
ITA-5.50.1,Tumour,arbudah
ITA-5.50.2,Tumour due to vitiated blood,raktajarbudah
ITA-5.50.3,Tumour due to vitiated muscle,mamsajarbudah
ITA-5.50.4,Superimposed tumour,adhyarbudah
ITA-5.50.5,Proliferative tumour,dvirarbudah
ITA-5.51.1,Filariasis,shlipadah
ITA-5.51.2,Filariasis due to vitiated vata,vatajashlipadah
ITA-5.51.3,Filariasis due to vitiated pitta,pittajashlipadah
ITA-5.51.4,Filariasis due to vitiated kapha,kaphajashlipadah
ITA-5.52.1,Abscess,vidradhih
ITA-5.52.2,Abscess due to vitiated vata,vatajavidradhih
ITA-5.52.3,Abscess due to vitiated pitta,pittajavidradhih
ITA-5.52.4,Abscess due to vitiated kapha,kaphajavidradhih
ITA-5.52.5,Abscess due to vitiated tridosha,sannipatajavidradhih
ITA-5.52.6,Abscess due to vitiated blood,raktajavidradhih
ITA-5.53.1,Pre-ulcerative inflammation,vranashophah
ITA-5.53.2,Pre-ulcerative inflammation due to vitiated vata,vatajavranashophah
ITA-5.53.3,Pre-ulcerative inflammation due to vitiated pitta,pittajavranashophah
ITA-5.53.4,Pre-ulcerative inflammation due to vitiated kapha,kaphajavranashophah
ITA-5.53.5,Pre-ulcerative inflammation due to vitiated tridosha,sannipatajavranashophah
ITA-5.53.6,Pre-ulcerative inflammation due to vitiated rakta,raktajavranashophah
ITA-5.53.7,Pre-ulcerative inflammation due to trauma,abhighatajavranashophah
ITA-5.54.1,Ulcer,vranah
ITA-5.54.2,Ulcer due to endogenous factors,nijavranah
ITA-5.54.3,Ulcer due to vitiated vata,vatajavranah
ITA-5.54.4,Ulcer due to vitiated pitta,pittajavranah
ITA-5.54.5,Ulcer due to vitiated kapha,shleshmajavranah
ITA-5.54.6,Ulcer due to vitiated rakta,raktajavranah
ITA-5.54.7,Septic nonhealing ulcer,dushtavranah
ITA-5.54.8,Clean ulcer,shuddhavranah
ITA-5.54.9,Healing ulcer,ruhyamanavranah
ITA-5.54.10,Properly healed ulcer,samyagrudhavranah
ITA-5.54.11,Traumatic wound,agantujavranah
ITA-5.54.12,Acute ulceration due to injury,sadyovranah
ITA-5.54.13,Ulcer with foreign body.,sashalyavranah
ITA-5.55.1,Fracture,bhagnah
ITA-5.55.2,Fracturedislocation,utpishta-sandhimuktam
ITA-5.55.3,Subluxation or incomplete dislocation,vishlishta-sandhimuktam
ITA-5.55.4,Dislocation with lateral displacement,vivartita-sandhimuktam
ITA-5.55.5,Dislocation with oblique displacement,tiryakakshiptasandhimuktam
ITA-5.55.6,Dislocation with downward displacement,avakshipta-sandhimuktam/ adhahkshiptasandhimuktam
ITA-5.55.7,Cracked fracture,patitabhagnah
ITA-5.55.8,Fissured fracture,sphutita-bhagnah
ITA-5.56.1,Deep ulcer with fisula formation,nadivranah
ITA-5.56.2,Deep ulcer with fistula formation due to vitiated vata,vatajanadivranah
ITA-5.56.3,Deep ulcer with fistula formation due to vitiated pitta,pittajanadivranah
ITA-5.56.4,Deep ulcer with fistula formation due to vitiated kapha,kaphajanadivranah
ITA-5.56.5,Deep ulcer with fistula formation due to vitiated dosha,sannipatajanadivranah
ITA-5.56.6,Deep ulcer with fistula formation due to injury with foreign body,shalyanimittajanadivranah
ITA-5.56.1.1,Anal fistula,bhagandarah
ITA-5.56.1.2,Prodromal symptoms of anal fistula,bhagandarapurvarupam
ITA-5.56.1.3,Anal fistula with multiple openings,shataponakabhagandarah/ vatajabhagandarah
ITA-5.56.1.4,"Anal fistula with orifice resembling a camel's neck, transsphincteric fistula",ushtragrivabhagandarah/ pittajabhagandarah
ITA-5.56.1.5,Intrasphincteric fistula,parisravibhagandarah/ shleshmajabhagandarah
ITA-5.56.1.6,Anal fistula with orifice resembling a snail's shell (horseshoeshaped fistula),shambukavartabhagandarah/ sannipatajabhagandarah
ITA-5.56.1.7,Anal fistula formed due to foreign body,unmargagamibhagandarah/ shalyajanyabhagandarah/ kshatajabhagandarah
